# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	rRNA	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	17065	18613	+							SPY_RS00070	1549		old_locus_tag=SPy_r01
rRNA		GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	17065	18613	+				16S ribosomal RNA			SPY_RS00070	1549		
gene	tRNA	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	18665	18737	+							SPY_RS00075	73		old_locus_tag=SPy_t01
tRNA		GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	18665	18737	+				tRNA-Ala			SPY_RS00075	73		anticodon=TGC
gene	rRNA	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	19036	21938	+							SPY_RS00080	2903		old_locus_tag=SPy_r02
rRNA		GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	19036	21938	+				23S ribosomal RNA			SPY_RS00080	2903		
gene	rRNA	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	22024	22139	+					rrf		SPY_RS00085	116		
rRNA		GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	22024	22139	+				5S ribosomal RNA	rrf		SPY_RS00085	116		
gene	tRNA	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	22157	22229	+							SPY_RS00090	73		old_locus_tag=SPy_t02
tRNA		GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	22157	22229	+				tRNA-Val			SPY_RS00090	73		anticodon=TAC
gene	tRNA	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	22247	22319	+							SPY_RS00095	73		old_locus_tag=SPy_t03
tRNA		GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	22247	22319	+				tRNA-Asp			SPY_RS00095	73		anticodon=GTC
gene	tRNA	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	22351	22423	+							SPY_RS00100	73		old_locus_tag=SPy_t04
tRNA		GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	22351	22423	+				tRNA-Lys			SPY_RS00100	73		anticodon=TTT
gene	tRNA	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	22429	22510	+							SPY_RS00105	82		old_locus_tag=SPy_t05
tRNA		GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	22429	22510	+				tRNA-Leu			SPY_RS00105	82		anticodon=TAG
gene	tRNA	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	22521	22593	+							SPY_RS00110	73		old_locus_tag=SPy_t06
tRNA		GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	22521	22593	+				tRNA-Thr			SPY_RS00110	73		anticodon=TGT
gene	tRNA	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	22606	22677	+							SPY_RS00115	72		old_locus_tag=SPy_t07
tRNA		GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	22606	22677	+				tRNA-Gly			SPY_RS00115	72		anticodon=GCC
gene	tRNA	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	22686	22770	+							SPY_RS00120	85		old_locus_tag=SPy_t08
tRNA		GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	22686	22770	+				tRNA-Leu			SPY_RS00120	85		anticodon=TAA
gene	tRNA	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	22787	22860	+							SPY_RS00125	74		old_locus_tag=SPy_t09
tRNA		GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	22787	22860	+				tRNA-Arg			SPY_RS00125	74		anticodon=ACG
gene	tRNA	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	22867	22940	+							SPY_RS00130	74		old_locus_tag=SPy_t10
tRNA		GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	22867	22940	+				tRNA-Pro			SPY_RS00130	74		anticodon=TGG
gene	rRNA	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	23066	24614	+							SPY_RS00135	1549		old_locus_tag=SPy_r03
rRNA		GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	23066	24614	+				16S ribosomal RNA			SPY_RS00135	1549		
gene	tRNA	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	24666	24738	+							SPY_RS00140	73		old_locus_tag=SPy_t11
tRNA		GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	24666	24738	+				tRNA-Ala			SPY_RS00140	73		anticodon=TGC
gene	rRNA	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	25037	27939	+							SPY_RS00145	2903		old_locus_tag=SPy_r04
rRNA		GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	25037	27939	+				23S ribosomal RNA			SPY_RS00145	2903		
gene	rRNA	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	28025	28140	+					rrf		SPY_RS00150	116		
rRNA		GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	28025	28140	+				5S ribosomal RNA	rrf		SPY_RS00150	116		
gene	tRNA	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	28158	28230	+							SPY_RS00155	73		old_locus_tag=SPy_t12
tRNA		GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	28158	28230	+				tRNA-Val			SPY_RS00155	73		anticodon=TAC
gene	tRNA	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	28236	28306	+							SPY_RS00160	71		old_locus_tag=SPy_t13
tRNA		GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	28236	28306	+				tRNA-Gly			SPY_RS00160	71		anticodon=TCC
gene	tRNA	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	28341	28414	+							SPY_RS00165	74		old_locus_tag=SPy_t14
tRNA		GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	28341	28414	+				tRNA-Ile			SPY_RS00165	74		anticodon=GAT
gene	tRNA	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	28437	28508	+							SPY_RS00170	72		old_locus_tag=SPy_t15
tRNA		GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	28437	28508	+				tRNA-Glu			SPY_RS00170	72		anticodon=TTC
gene	tRNA	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	28518	28607	+							SPY_RS00175	90		old_locus_tag=SPy_t16
tRNA		GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	28518	28607	+				tRNA-Ser			SPY_RS00175	90		anticodon=TGA
gene	tRNA	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	28617	28690	+							SPY_RS00180	74		old_locus_tag=SPy_t17
tRNA		GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	28617	28690	+				tRNA-Met			SPY_RS00180	74		anticodon=CAT
gene	tRNA	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	28711	28783	+							SPY_RS00185	73		old_locus_tag=SPy_t18
tRNA		GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	28711	28783	+				tRNA-Phe			SPY_RS00185	73		anticodon=GAA
gene	tRNA	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	28796	28866	+							SPY_RS00190	71		old_locus_tag=SPy_t19
tRNA		GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	28796	28866	+				tRNA-Gly			SPY_RS00190	71		anticodon=TCC
gene	tRNA	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	28901	28974	+							SPY_RS00195	74		old_locus_tag=SPy_t20
tRNA		GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	28901	28974	+				tRNA-Ile			SPY_RS00195	74		anticodon=GAT
gene	tRNA	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	28984	29071	+							SPY_RS00200	88		old_locus_tag=SPy_t21
tRNA		GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	28984	29071	+				tRNA-Ser			SPY_RS00200	88		anticodon=GCT
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	30545	31741	+							SPY_RS00210	1197		old_locus_tag=SPy0019,SPy_0019
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	30545	31741	+	WP_010921769.1	WP_010921769.1		CHAP domain-containing protein			SPY_RS00210	1197	398	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	31994	32956	+							SPY_RS00215	963		old_locus_tag=SPy0020,SPy_0020
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	31994	32956	+	WP_002986722.1	WP_002986722.1		ribose-phosphate diphosphokinase			SPY_RS00215	963	320	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	33142	33897	+					recO		SPY_RS00220	756		old_locus_tag=SPy0021,SPy_0021
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	33142	33897	+	WP_002986719.1	WP_002986719.1		DNA repair protein RecO	recO		SPY_RS00220	756	251	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	34000	35007	+					plsX		SPY_RS00225	1008		old_locus_tag=SPy0022,SPy_0022
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	34000	35007	+	WP_002987696.1	WP_002987696.1		phosphate acyltransferase PlsX	plsX		SPY_RS00225	1008	335	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	35000	35242	+							SPY_RS00230	243		old_locus_tag=SPy0023,SPy_0023
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	35000	35242	+	WP_010921770.1	WP_010921770.1		phosphopantetheine-binding protein			SPY_RS00230	243	80	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	35393	36097	+							SPY_RS00235	705		old_locus_tag=SPy0024,SPy_0024
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	35393	36097	+	WP_015055882.1	WP_015055882.1		phosphoribosylaminoimidazolesuccinocarboxamide synthase			SPY_RS00235	705	234	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	36221	39946	+							SPY_RS00240	3726		old_locus_tag=SPy0025,SPy_0025
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	36221	39946	+	WP_015055883.1	WP_015055883.1		phosphoribosylformylglycinamidine synthase			SPY_RS00240	3726	1241	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	40107	41561	+					purF		SPY_RS00245	1455		old_locus_tag=SPy0026,SPy_0026
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	40107	41561	+	WP_010921773.1	WP_010921773.1		amidophosphoribosyltransferase	purF		SPY_RS00245	1455	484	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	41589	42611	+					purM		SPY_RS00250	1023		old_locus_tag=SPy0027,SPy_0027
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	41589	42611	+	WP_010921774.1	WP_010921774.1		phosphoribosylformylglycinamidine cyclo-ligase	purM		SPY_RS00250	1023	340	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	42779	43333	+					purN		SPY_RS00255	555		old_locus_tag=SPy0028,SPy_0028
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	42779	43333	+	WP_010921775.1	WP_010921775.1		phosphoribosylglycinamide formyltransferase	purN		SPY_RS00255	555	184	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	43517	45064	+					purH		SPY_RS00260	1548		
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	43517	45064	+	WP_011285343.1	WP_011285343.1		bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase	purH		SPY_RS00260	1548	515	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	45122	46246	-							SPY_RS00265	1125		old_locus_tag=SPy0031,SPy_0031
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	45122	46246	-	WP_010921776.1	WP_010921776.1		SH3 domain-containing protein			SPY_RS00265	1125	374	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	46499	47764	+					purD		SPY_RS00270	1266		old_locus_tag=SPy0032,SPy_0032
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	46499	47764	+	WP_010921777.1	WP_010921777.1		phosphoribosylamine--glycine ligase	purD		SPY_RS00270	1266	421	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	48042	48533	+					purE		SPY_RS00275	492		old_locus_tag=SPy0033,SPy_0033
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	48042	48533	+	WP_002987716.1	WP_002987716.1		5-(carboxyamino)imidazole ribonucleotide mutase	purE		SPY_RS00275	492	163	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	48520	49593	+					purK		SPY_RS00280	1074		old_locus_tag=SPy0034,SPy_0034
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	48520	49593	+	WP_015055885.1	WP_015055885.1		5-(carboxyamino)imidazole ribonucleotide synthase	purK		SPY_RS00280	1074	357	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	49620	51263	+							SPY_RS00285	1644		old_locus_tag=SPy0035,SPy_0035
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	49620	51263	+	WP_010921779.1	WP_010921779.1		AIPR family protein			SPY_RS00285	1644	547	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	51281	52573	+					purB		SPY_RS00290	1293		old_locus_tag=SPy0036,SPy_0036
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	51281	52573	+	WP_010921780.1	WP_010921780.1		adenylosuccinate lyase	purB		SPY_RS00290	1293	430	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	52705	53616	+					rgg4		SPY_RS00295	912		old_locus_tag=SPy0037,SPy_0037
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	52705	53616	+	WP_002986681.1	WP_002986681.1		transcriptional regulator Rgg4/ComR	rgg4		SPY_RS00295	912	303	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	53842	54840	+					ruvB		SPY_RS00300	999		old_locus_tag=SPy0038,SPy_0038
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	53842	54840	+	WP_002986679.1	WP_002986679.1		Holliday junction branch migration DNA helicase RuvB	ruvB		SPY_RS00300	999	332	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	54978	55415	+							SPY_RS00305	438		old_locus_tag=SPy0039,SPy_0039
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	54978	55415	+	WP_002994668.1	WP_002994668.1		low molecular weight phosphotyrosine protein phosphatase			SPY_RS00305	438	145	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	55438	55839	+							SPY_RS00310	402		old_locus_tag=SPy0040,SPy_0040
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	55438	55839	+	WP_010921781.1	WP_010921781.1		membrane protein			SPY_RS00310	402	133	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	55836	57611	+							SPY_RS00315	1776		old_locus_tag=SPy0041,SPy_0041
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	55836	57611	+	WP_010921782.1	WP_010921782.1		acyltransferase family protein			SPY_RS00315	1776	591	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	57920	60562	+					adhE		SPY_RS00320	2643		
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	57920	60562	+	WP_011285347.1	WP_011285347.1		bifunctional acetaldehyde-CoA/alcohol dehydrogenase	adhE		SPY_RS00320	2643	880	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	60814	61830	+					adhP		SPY_RS00325	1017		old_locus_tag=SPy0044,SPy_0044
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	60814	61830	+	WP_010921783.1	WP_010921783.1		alcohol dehydrogenase AdhP	adhP		SPY_RS00325	1017	338	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	62218	63510	+							SPY_RS00330	1293		old_locus_tag=SPy0045,SPy_0045
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	62218	63510	+	WP_010921784.1	WP_010921784.1		MATE family efflux transporter			SPY_RS00330	1293	430	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	63711	64019	+					rpsJ		SPY_RS00335	309		old_locus_tag=SPy0047,SPy_0047
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	63711	64019	+	WP_001284518.1	WP_001284518.1		30S ribosomal protein S10	rpsJ		SPY_RS00335	309	102	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	64267	64893	+					rplC		SPY_RS00340	627		old_locus_tag=SPy0049,SPy_0049
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	64267	64893	+	WP_010921785.1	WP_010921785.1		50S ribosomal protein L3	rplC		SPY_RS00340	627	208	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	64917	65540	+					rplD		SPY_RS00345	624		old_locus_tag=SPy0050,SPy_0050
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	64917	65540	+	WP_002986657.1	WP_002986657.1		50S ribosomal protein L4	rplD		SPY_RS00345	624	207	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	65540	65836	+							SPY_RS00350	297		old_locus_tag=SPy0051,SPy_0051
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	65540	65836	+	WP_002986656.1	WP_002986656.1		50S ribosomal protein L23			SPY_RS00350	297	98	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	65854	66687	+					rplB		SPY_RS00355	834		old_locus_tag=SPy0052,SPy_0052
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	65854	66687	+	WP_002986654.1	WP_002986654.1		50S ribosomal protein L2	rplB		SPY_RS00355	834	277	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	66826	67104	+					rpsS		SPY_RS00360	279		old_locus_tag=SPy0053,SPy_0053
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	66826	67104	+	WP_000533765.1	WP_000533765.1		30S ribosomal protein S19	rpsS		SPY_RS00360	279	92	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	67120	67464	+					rplV		SPY_RS00365	345		old_locus_tag=SPy0055,SPy_0055
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	67120	67464	+	WP_002986651.1	WP_002986651.1		50S ribosomal protein L22	rplV		SPY_RS00365	345	114	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	67477	68130	+					rpsC		SPY_RS00370	654		old_locus_tag=SPy0056,SPy_0056
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	67477	68130	+	WP_000529929.1	WP_000529929.1		30S ribosomal protein S3	rpsC		SPY_RS00370	654	217	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	68134	68547	+					rplP		SPY_RS00375	414		old_locus_tag=SPy0057,SPy_0057
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	68134	68547	+	WP_002986644.1	WP_002986644.1		50S ribosomal protein L16	rplP		SPY_RS00375	414	137	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	68557	68763	+					rpmC		SPY_RS00380	207		old_locus_tag=SPy0059,SPy_0059
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	68557	68763	+	WP_000775731.1	WP_000775731.1		50S ribosomal protein L29	rpmC		SPY_RS00380	207	68	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	68789	69049	+					rpsQ		SPY_RS00385	261		old_locus_tag=SPy0060,SPy_0060
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	68789	69049	+	WP_000440811.1	WP_000440811.1		30S ribosomal protein S17	rpsQ		SPY_RS00385	261	86	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	69074	69442	+					rplN		SPY_RS00390	369		old_locus_tag=SPy0061,SPy_0061
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	69074	69442	+	WP_000615920.1	WP_000615920.1		50S ribosomal protein L14	rplN		SPY_RS00390	369	122	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	69521	69826	+					rplX		SPY_RS00395	306		old_locus_tag=SPy0062,SPy_0062
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	69521	69826	+	WP_010921786.1	WP_010921786.1		50S ribosomal protein L24	rplX		SPY_RS00395	306	101	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	69850	70392	+					rplE		SPY_RS00400	543		old_locus_tag=SPy0063,SPy_0063
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	69850	70392	+	WP_002986634.1	WP_002986634.1		50S ribosomal protein L5	rplE		SPY_RS00400	543	180	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	70408	70593	+							SPY_RS00405	186		old_locus_tag=SPy0064,SPy_0064
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	70408	70593	+	WP_002987746.1	WP_002987746.1		type Z 30S ribosomal protein S14			SPY_RS00405	186	61	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	70744	71142	+					rpsH		SPY_RS00410	399		old_locus_tag=SPy0065,SPy_0065
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	70744	71142	+	WP_002987748.1	WP_002987748.1		30S ribosomal protein S8	rpsH		SPY_RS00410	399	132	
