# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	25130	25681	+					hpt		L_RS00105	552		old_locus_tag=L25115
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	25130	25681	+	WP_010905038.1	WP_010905038.1		hypoxanthine phosphoribosyltransferase	hpt		L_RS00105	552	183	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	25887	27974	+					ftsH		L_RS00110	2088		old_locus_tag=L0204
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	25887	27974	+	WP_003132177.1	WP_003132177.1		ATP-dependent zinc metalloprotease FtsH	ftsH		L_RS00110	2088	695	
gene	tRNA	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	28196	28267	+							L_RS00115	72		old_locus_tag=L200081
tRNA		GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	28196	28267	+				tRNA-Glu			L_RS00115	72		anticodon=TTC
gene	tRNA	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	28273	28362	+							L_RS00120	90		old_locus_tag=L200082
tRNA		GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	28273	28362	+				tRNA-Ser			L_RS00120	90		anticodon=TGA
gene	tRNA	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	28373	28446	+							L_RS00125	74		old_locus_tag=L200083
tRNA		GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	28373	28446	+				tRNA-Met			L_RS00125	74		anticodon=CAT
gene	tRNA	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	28451	28523	+							L_RS00130	73		old_locus_tag=L200084
tRNA		GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	28451	28523	+				tRNA-Phe			L_RS00130	73		anticodon=GAA
gene	tRNA	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	28535	28605	+							L_RS00135	71		old_locus_tag=L200085
tRNA		GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	28535	28605	+				tRNA-Gly			L_RS00135	71		anticodon=TCC
gene	tRNA	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	28620	28693	+							L_RS00140	74		old_locus_tag=L200086
tRNA		GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	28620	28693	+				tRNA-Ile			L_RS00140	74		anticodon=GAT
gene	rRNA	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	28696	28811	+					rrf		L_RS00145	116		
rRNA		GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	28696	28811	+				5S ribosomal RNA	rrf		L_RS00145	116		
gene	tRNA	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	28818	28891	+							L_RS00150	74		old_locus_tag=L200087
tRNA		GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	28818	28891	+				tRNA-Asn			L_RS00150	74		anticodon=GTT
gene	pseudogene	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	29041	30863	+							L_RS00155	1823		pseudo;old_locus_tag=L200088a
CDS	without_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	29041	30863	+				PTS transporter subunit EIIC			L_RS00155	1823		pseudo
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	30922	32859	+							L_RS00160	1938		old_locus_tag=L30901
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	30922	32859	+	WP_010905039.1	WP_010905039.1		transcription antiterminator			L_RS00160	1938	645	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	32907	33338	+							L_RS00165	432		old_locus_tag=L32907
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	32907	33338	+	WP_003132182.1	WP_003132182.1		PTS sugar transporter subunit IIA			L_RS00165	432	143	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	33476	34633	+							L_RS00170	1158		old_locus_tag=L33416
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	33476	34633	+	WP_010905040.1	WP_010905040.1		mannitol-1-phosphate 5-dehydrogenase			L_RS00170	1158	385	
gene	ncRNA	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	34739	34931	+					ssrS		L_RS00175	193		
ncRNA	other	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	34739	34931	+				6S RNA	ssrS		L_RS00175	193		
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	35516	35839	-							L_RS00180	324		old_locus_tag=L35519
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	35516	35839	-	WP_010905041.1	WP_010905041.1		sigma-70 family RNA polymerase sigma factor			L_RS00180	324	107	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	35864	36274	-							L_RS00185	411		old_locus_tag=L35867
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	35864	36274	-	WP_010905042.1	WP_010905042.1		RinA family protein			L_RS00185	411	136	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	36271	36714	-							L_RS00190	444		old_locus_tag=L36274
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	36271	36714	-	WP_010905043.1	WP_010905043.1		terminase small subunit			L_RS00190	444	147	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	36847	37428	-							L_RS00195	582		old_locus_tag=L36850
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	36847	37428	-	WP_010905044.1	WP_010905044.1		hypothetical protein			L_RS00195	582	193	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	37664	39292	-							L_RS00200	1629		old_locus_tag=L37667
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	37664	39292	-	WP_010905045.1	WP_010905045.1		phage/plasmid primase, P4 family			L_RS00200	1629	542	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	39303	40097	-							L_RS00205	795		old_locus_tag=L39306
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	39303	40097	-	WP_010905046.1	WP_010905046.1		bifunctional DNA primase/polymerase			L_RS00205	795	264	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	40101	40430	-							L_RS00210	330		old_locus_tag=L40104
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	40101	40430	-	WP_010905047.1	WP_010905047.1		hypothetical protein			L_RS00210	330	109	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	40417	40611	-							L_RS00215	195		old_locus_tag=L200001
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	40417	40611	-	WP_010905048.1	WP_010905048.1		hypothetical protein			L_RS00215	195	64	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	40859	41098	-							L_RS00220	240		old_locus_tag=L40862
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	40859	41098	-	WP_010905050.1	WP_010905050.1		hypothetical protein			L_RS00220	240	79	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	41141	41422	-							L_RS00225	282		old_locus_tag=L41144
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	41141	41422	-	WP_010905051.1	WP_010905051.1		hypothetical protein			L_RS00225	282	93	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	41419	41670	-							L_RS00230	252		old_locus_tag=L41422
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	41419	41670	-	WP_010905052.1	WP_010905052.1		helix-turn-helix domain-containing protein			L_RS00230	252	83	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	41667	42188	-							L_RS00235	522		old_locus_tag=L41670
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	41667	42188	-	WP_010905053.1	WP_010905053.1		hypothetical protein			L_RS00235	522	173	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	42192	42386	-							L_RS00240	195		old_locus_tag=L42195
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	42192	42386	-	WP_010905054.1	WP_010905054.1		DUF1655 domain-containing protein			L_RS00240	195	64	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	42462	43202	-							L_RS00245	741		old_locus_tag=L42465
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	42462	43202	-	WP_010905055.1	WP_010905055.1		Rha family transcriptional regulator			L_RS00245	741	246	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	43231	43428	-							L_RS00250	198		old_locus_tag=L200002
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	43231	43428	-	WP_015966790.1	WP_015966790.1		hypothetical protein			L_RS00250	198	65	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	43689	44075	+							L_RS00255	387		old_locus_tag=L43680
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	43689	44075	+	WP_003132198.1	WP_003132198.1		helix-turn-helix domain-containing protein			L_RS00255	387	128	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	44085	44639	+							L_RS00260	555		old_locus_tag=L44085
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	44085	44639	+	WP_003132200.1	WP_003132200.1		hypothetical protein			L_RS00260	555	184	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	44750	44980	+							L_RS00265	231		old_locus_tag=L44747
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	44750	44980	+	WP_003132204.1	WP_003132204.1		hypothetical protein			L_RS00265	231	76	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	45053	45247	+							L_RS00270	195		old_locus_tag=L45035
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	45053	45247	+	WP_003132205.1	WP_003132205.1		hypothetical protein			L_RS00270	195	64	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	45399	45641	+							L_RS00275	243		old_locus_tag=L45351
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	45399	45641	+	WP_010905057.1	WP_010905057.1		hypothetical protein			L_RS00275	243	80	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	45789	46001	+							L_RS00280	213		old_locus_tag=L45702
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	45789	46001	+	WP_014734883.1	WP_014734883.1		DUF6440 family protein			L_RS00280	213	70	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	46510	46794	+							L_RS00285	285		
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	46510	46794	+	WP_063284116.1	WP_063284116.1		hypothetical protein			L_RS00285	285	94	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	47702	47866	+							L_RS00290	165		old_locus_tag=L200004
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	47702	47866	+	WP_010905061.1	WP_010905061.1		bacteriocin			L_RS00290	165	54	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	47988	48293	+							L_RS00295	306		old_locus_tag=L47979
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	47988	48293	+	WP_010905062.1	WP_010905062.1		bacteriocin immunity protein			L_RS00295	306	101	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	48543	49727	+							L_RS00300	1185		old_locus_tag=L48477
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	48543	49727	+	WP_010905063.1	WP_010905063.1		site-specific integrase			L_RS00300	1185	394	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	50180	50629	+							L_RS00305	450		old_locus_tag=L50174
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	50180	50629	+	WP_010905064.1	WP_010905064.1		GNAT family N-acetyltransferase			L_RS00305	450	149	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	50706	50948	+							L_RS00310	243		old_locus_tag=L50682
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	50706	50948	+	WP_010905065.1	WP_010905065.1		TM2 domain-containing protein			L_RS00310	243	80	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	51029	52411	-							L_RS00315	1383		old_locus_tag=L1004
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	51029	52411	-	WP_010905066.1	WP_010905066.1		SulP family inorganic anion transporter			L_RS00315	1383	460	
gene	pseudogene	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	52469	53844	+							L_RS00320	1376		pseudo
CDS	without_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	52469	53844	+				IS3 family transposase			L_RS00320	1376		pseudo
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	53900	55047	-							L_RS00325	1148		old_locus_tag=L0457
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	53900	55047	-	WP_120784960.1	WP_120784960.1		IS3 family transposase			L_RS00325	1149	382	ribosomal_slippage
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	55126	55389	-							L_RS00330	264		old_locus_tag=L55129
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	55126	55389	-	WP_010905071.1	WP_010905071.1		SulP family inorganic anion transporter			L_RS00330	264	87	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	55599	56120	+							L_RS00335	522		old_locus_tag=L1005
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	55599	56120	+	WP_010905072.1	WP_010905072.1		N-acetyltransferase			L_RS00335	522	173	
gene	tRNA	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	56361	56433	+							L_RS00340	73		old_locus_tag=L200088
tRNA		GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	56361	56433	+				tRNA-Lys			L_RS00340	73		anticodon=CTT
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	56584	57759	+							L_RS00345	1176		old_locus_tag=L56488
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	56584	57759	+	WP_010905073.1	WP_010905073.1		pyridoxal phosphate-dependent aminotransferase			L_RS00345	1176	391	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	57858	58613	+					recO		L_RS00350	756		old_locus_tag=L1006
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	57858	58613	+	WP_003132217.1	WP_003132217.1		DNA repair protein RecO	recO		L_RS00350	756	251	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	58727	58900	+							L_RS00355	174		
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	58727	58900	+	WP_021214949.1	WP_021214949.1		helix-turn-helix domain-containing protein			L_RS00355	174	57	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	58971	60389	-					lpdA		L_RS00360	1419		old_locus_tag=L0036
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	58971	60389	-	WP_010905074.1	WP_010905074.1		dihydrolipoyl dehydrogenase	lpdA		L_RS00360	1419	472	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	60583	62181	-							L_RS00365	1599		old_locus_tag=L0035
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	60583	62181	-	WP_010905075.1	WP_010905075.1		2-oxo acid dehydrogenase subunit E2			L_RS00365	1599	532	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	62174	63154	-							L_RS00370	981		old_locus_tag=L0034
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	62174	63154	-	WP_010905076.1	WP_010905076.1		alpha-ketoacid dehydrogenase subunit beta			L_RS00370	981	326	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	63157	64281	-							L_RS00375	1125		old_locus_tag=L0033
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	63157	64281	-	WP_010905077.1	WP_010905077.1		thiamine pyrophosphate-dependent dehydrogenase E1 component subunit alpha			L_RS00375	1125	374	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	64370	65371	-							L_RS00380	1002		old_locus_tag=L64373
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	64370	65371	-	WP_010905078.1	WP_010905078.1		lipoate--protein ligase			L_RS00380	1002	333	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	65571	66416	-							L_RS00385	846		old_locus_tag=L1007
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	65571	66416	-	WP_010905079.1	WP_010905079.1		glycerophosphodiester phosphodiesterase			L_RS00385	846	281	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	66497	67147	-							L_RS00390	651		old_locus_tag=L1008
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	66497	67147	-	WP_010905080.1	WP_010905080.1		HD domain-containing protein			L_RS00390	651	216	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	67264	68289	-					trpS		L_RS00395	1026		old_locus_tag=L0358
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	67264	68289	-	WP_010905081.1	WP_010905081.1		tryptophan--tRNA ligase	trpS		L_RS00395	1026	341	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	68791	69228	+							L_RS00400	438		old_locus_tag=L68759
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	68791	69228	+	WP_010905082.1	WP_010905082.1		OsmC family protein			L_RS00400	438	145	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	69389	70702	+							L_RS00405	1314		old_locus_tag=L69353
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	69389	70702	+	WP_010905083.1	WP_010905083.1		APC family permease			L_RS00405	1314	437	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	70762	71112	+							L_RS00410	351		old_locus_tag=L70747
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	70762	71112	+	WP_010905084.1	WP_010905084.1		hypothetical protein			L_RS00410	351	116	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	71171	72166	-					plsX		L_RS00415	996		old_locus_tag=L71174
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	71171	72166	-	WP_010905085.1	WP_010905085.1		phosphate acyltransferase PlsX	plsX		L_RS00415	996	331	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	72269	73081	-							L_RS00420	813		old_locus_tag=L1009
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	72269	73081	-	WP_010905086.1	WP_010905086.1		Cof-type HAD-IIB family hydrolase			L_RS00420	813	270	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	73207	74844	-							L_RS00425	1638		old_locus_tag=L73210
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	73207	74844	-	WP_010905087.1	WP_010905087.1		ATP-binding cassette domain-containing protein			L_RS00425	1638	545	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	75972	77252	-							L_RS00430	1281		old_locus_tag=L75975
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	75972	77252	-	WP_010905088.1	WP_010905088.1		O-acetylhomoserine aminocarboxypropyltransferase/cysteine synthase			L_RS00430	1281	426	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	77479	78312	-							L_RS00435	834		old_locus_tag=L77482
